pfam_id,protein_id,description,start,stop
PF00334,A0A0E0RIH2,Nucleoside diphosphate kinase,73,206
PF02823,A0A0E3D7S8,ATP synthase F1 complex delta/epsilon subunit N-terminal,3,80
PF00510,A0A0E3DRD5,Cytochrome c oxidase-like subunit III,5,259
PF12820,A0A0E3IRI9,BRCA1 serine-rich domain,41,195
PF01824,A0A0E3JDA1,Maturase MatK N-terminal domain,1,105
PF02788,A0A0E3KIJ3,Ribulose bisphosphate carboxylase large subunit ferrodoxin-like N-terminal,1,93
PF00411,A0A0E3TJH6,Ribosomal protein S11,21,130
PF00115,A0A0E3URG1,Cytochrome c oxidase subunit I,11,114
mobidb-lite,A0A0E3UT50,disorder_prediction,206,227
PF00931,A0A0E3XCA8,NB-ARC,14,274
mobidb-lite,A0A0E4B220,disorder_prediction,503,526
PF08243,A0A0E9WSE4,Chromatin SPT2,16,111
PF05255,A0A0E9WUL8,Uncharacterised protein family UPF0220,6,161
mobidb-lite,A0A0F4G837,disorder_prediction,1918,2142
PF13639,A0A0F4G8T9,Zinc finger RING-type,386,426
PF01328,A0A0F4G933,Chloroperoxidase,63,100
mobidb-lite,A0A0F4GFM0,disorder_prediction,454,505
PF10350,A0A0F4GJU0,Domain of unknown function DUF2428 death-receptor-like,653,882
mobidb-lite,A0A0F4GPJ4,disorder_prediction,567,700
PF03435,A0A0F4GV25,Saccharopine dehydrogenase NADP binding domain,10,139
PF01902,A0A0F4ZA77,Diphthamide synthase domain,129,283
PF12430,A0A0F4ZAW6,Abscisic acid G-protein coupled receptor-like domain,402,579
mobidb-lite,A0A0F4ZDZ5,disorder_prediction,694,726
PF00385,A0A0F4ZHE5,Chromo domain,94,145
PF00664,A0A0F4ZJE7,ABC transporter type 1 transmembrane domain,902,1166
mobidb-lite,A0A0F4ZKJ3,disorder_prediction,34,67
PF02801,A0A0F5BVR9,Beta-ketoacyl synthase C-terminal,161,279
PF01466,A0A0F5C6A0,SKP1 component dimerisation,124,171
PF00887,A0A0F5CPF4,Acyl-CoA-binding protein ACBP,92,171
PF00104,A0A0F5CVI1,Nuclear hormone receptor ligand-binding domain,27,123
PF00646,A0A0F5CW68,F-box domain,78,116
mobidb-lite,A0A0F5D0Q2,disorder_prediction,685,710
mobidb-lite,A0A0F6N0S8,disorder_prediction,988,1078
PF03171,A0A0F6PV25,Oxoglutarate/iron-dependent dioxygenase,125,219
PF08442,A0A0F6Q2X8,ATP-grasp fold succinyl-CoA synthetase-type,42,134
PF03089,A0A0F6QI16,V-D-J recombination activating protein 2,1,136
PF00115,A0A0F6QJN0,Cytochrome c oxidase subunit I,2,191
PF00886,A0A0F6T7K2,Ribosomal protein S16,2,32
PF06455,A0A0F7EW86,NADH dehydrogenase subunit 5 C-terminal,422,601
PF01824,A0A0F7G417,Maturase MatK N-terminal domain,2,132
PF06455,A0A0F7IPP7,NADH dehydrogenase subunit 5 C-terminal,422,562
mobidb-lite,A0A0F7RUJ3,disorder_prediction,211,283
mobidb-lite,A0A0F7RZ91,disorder_prediction,130,149
PF16978,A0A0F7S231,Sin1 middle CRIM domain,471,634
PF00749,A0A0F7S2E4,Glutamyl/glutaminyl-tRNA synthetase class Ib catalytic domain,260,568
mobidb-lite,A0A0F7S2Y4,disorder_prediction,706,734
PF08064,A0A0F7S3X5,UME domain,891,992
PF00498,A0A0F7S5R9,Forkhead-associated (FHA) domain,77,153
PF09329,A0A0F7S7P8,Zinc finger Mcm10/DnaG-type,546,596
PF00160,A0A0F7SC07,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain,15,128
mobidb-lite,A0A0F7SFD1,disorder_prediction,115,218
mobidb-lite,A0A0F7SFJ1,disorder_prediction,308,331
mobidb-lite,A0A0F7SGT2,disorder_prediction,739,782
mobidb-lite,A0A0F7SHS5,disorder_prediction,470,520
PF00270,A0A0F7SPR0,DEAD/DEAH box helicase domain,62,236
PF00240,A0A0F7TEE8,Ubiquitin domain,4,75
mobidb-lite,A0A0F7THI7,disorder_prediction,1,31
PF00884,A0A0F7TP30,Sulfatase N-terminal,600,766
PF08669,A0A0F7TQ89,Glycine cleavage T-protein C-terminal barrel domain,369,467
PF12542,A0A0F7TVW9,Pre-mRNA splicing factor,65,156
mobidb-lite,A0A0F7TW36,disorder_prediction,717,736
mobidb-lite,A0A0F7TX88,disorder_prediction,1743,1852
PF00400,A0A0F7U0X5,WD40 repeat,92,129
mobidb-lite,A0A0F7VF77,disorder_prediction,517,590
PF08154,A0A0F7Z170,NLE,5,70
PF00106,A0A0F7Z4A6,Short-chain dehydrogenase/reductase SDR,38,229
PF13499,A0A0F7Z755,EF-hand domain,14,79
PF13718,A0A0F7ZBF4,GNAT domain,528,752
PF13202,A0A0F7ZDF3,EF-hand domain,81,96
PF00041,A0A0F8ACZ6,Fibronectin type III,11226,11309
mobidb-lite,A0A0F8AF85,disorder_prediction,686,747
mobidb-lite,A0A0F8AHP2,disorder_prediction,424,536
mobidb-lite,A0A0F8AJ36,disorder_prediction,2290,2316
PF00520,A0A0F8ANT8,Ion transport domain,156,285
mobidb-lite,A0A0F8AQ89,disorder_prediction,63,586
mobidb-lite,A0A0F8ASJ4,disorder_prediction,265,294
mobidb-lite,A0A0F8B6P3,disorder_prediction,1148,1210
PF01553,A0A0F8BIR2,Phospholipid/glycerol acyltransferase,230,351
PF14484,A0A0F8BND6,NACHT-associated domain,130,202
PF00207,A0A0F8C8H6,Alpha-2-macroglobulin,747,799
PF00001,A0A0F8CBQ4,G protein-coupled receptor rhodopsin-like,57,320
PF00149,A0A0F8CCE1,Calcineurin-like phosphoesterase domain ApaH type,62,303
PF00092,A0A0F8CHA8,von Willebrand factor type A,932,1102
PF00435,A0A0F8CJU0,Spectrin repeat,602,705
mobidb-lite,A0A0F8CLX8,disorder_prediction,1,38
PF00026,A0A0F8CUN0,Peptidase family A1 domain,149,380
PF07727,A0A0F8D7G2,Reverse transcriptase RNA-dependent DNA polymerase,391,463
mobidb-lite,A0A0F8TY30,disorder_prediction,1,144
mobidb-lite,A0A0F8U683,disorder_prediction,11,48
mobidb-lite,A0A0F8U6I6,disorder_prediction,587,611
PF00067,A0A0F8UEA6,Cytochrome P450,74,529
PF05470,A0A0F8UG43,Eukaryotic translation initiation factor 3 subunit C N-terminal domain,66,619
mobidb-lite,A0A0F8UVE7,disorder_prediction,1624,1668
mobidb-lite,A0A0F8UZV6,disorder_prediction,49,73
PF12829,A0A0F8VA35,Mitochondrial homologous recombination protein 1,69,152
PF00248,A0A0F8VBL3,NADP-dependent oxidoreductase domain,43,318
PF00400,A0A0F8VC91,WD40 repeat,540,573
PF01070,A0A0F8VEJ8,FMN-dependent dehydrogenase,22,387
PF02297,A0A0F8VFM0,Cytochrome c oxidase subunit VIb,26,81
PF00730,A0A0F8WVF4,HhH-GPD domain,549,616
PF00106,A0A0F8WWW1,Short-chain dehydrogenase/reductase SDR,2,142
mobidb-lite,A0A0F8X4G5,disorder_prediction,720,742
PF00400,A0A0F8XIM4,WD40 repeat,8,40
PF05843,A0A0F8XU27,Suppressor of forked,45,166
PF12796,A0A0F9XA82,Ankyrin repeat-containing domain,855,943
mobidb-lite,A0A0F9Y6J2,disorder_prediction,219,248
mobidb-lite,A0A0F9ZGR0,disorder_prediction,148,170
mobidb-lite,A0A0G2ECD2,disorder_prediction,133,403
mobidb-lite,A0A0G2EFP1,disorder_prediction,423,561
mobidb-lite,A0A0G2EJ05,disorder_prediction,171,207
PF01266,A0A0G2F4A2,FAD dependent oxidoreductase,8,344
mobidb-lite,A0A0G2FB52,disorder_prediction,1,48
PF04909,A0A0G2FYD5,Amidohydrolase-related,10,141
mobidb-lite,A0A0G2G6N1,disorder_prediction,44,68
PF11001,A0A0G2GV16,Protein of unknown function DUF2841,183,351
PF00350,A0A0G2HJK0,Dynamin superfamily,58,324
PF13091,A0A0G2I046,Phospholipase D-like domain,633,758
PF13905,A0A0G2JQK5,Thioredoxin-like fold,33,119
PF15163,A0A0G2JV95,Meiosis-expressed gene 1 protein,31,106
PF07679,A0A0G2K0Q7,Immunoglobulin I-set,501,587
PF00927,A0A0G2K142,Transglutaminase C-terminal,398,494
PF00611,A0A0G2K219,FCH domain,19,100
CoiledCoil,A0A0G2K463,Myomegalin OS=Rattus norvegicus GN=Pde4dip PE=1 SV=1,579,600
mobidb-lite,A0A0G2K527,disorder_prediction,556,597
PF07562,A0A0G2L0N1,GPCR family 3 nine cysteines domain,494,547
PF00032,A0A0G2QTF4,Cytochrome b/b6 C-terminal,258,359
PF00115,A0A0G2R748,Cytochrome c oxidase subunit I,4,164
PF03947,A0A0G2RBB2,Ribosomal protein L2 C-terminal,124,249
PF00223,A0A0G2RH97,Photosystem I PsaA/PsaB,1,433
PF00223,A0A0G2RI74,Photosystem I PsaA/PsaB,1,422
PF00115,A0A0G3FDU8,Cytochrome c oxidase subunit I,1,186
PF07654,A0A0G3Z6M0,Immunoglobulin C1-set,113,195
PF00115,A0A0G3ZH82,Cytochrome c oxidase subunit I,2,219
PF00115,A0A0G3ZWV0,Cytochrome c oxidase subunit I,2,204
PF00115,A0A0G3ZYF5,Cytochrome c oxidase subunit I,2,206
PF02666,A0A0G4AM06,Phosphatidylserine decarboxylase-related,163,432
mobidb-lite,A0A0G4IHR8,disorder_prediction,302,346
PF07576,A0A0G4IMA8,BRCA1-associated 2,32,112
mobidb-lite,A0A0G4ITP4,disorder_prediction,1,59
CoiledCoil,A0A0G4IUV8,Uncharacterized protein OS=Plasmodiophora brassicae GN=PBRA_007146 PE=4 SV=1,1261,1282
PF12796,A0A0G4IXN6,Ankyrin repeat-containing domain,222,309
PF03931,A0A0G4J2C3,SKP1 component POZ domain,28,83
PF04815,A0A0G4J6V5,Sec23/Sec24 helical domain,639,737
mobidb-lite,A0A0G4J7Z4,disorder_prediction,1,81
mobidb-lite,A0A0G4KW74,disorder_prediction,1,24
mobidb-lite,A0A0G4KWF3,disorder_prediction,301,327
PF00271,A0A0G4L6E2,Helicase C-terminal,620,732
PF00330,A0A0G4L7S3,Aconitase/3-isopropylmalate dehydratase large subunit alpha/beta/alpha domain,13,361
PF12828,A0A0G4LEB7,PX-associated domain,6,166
mobidb-lite,A0A0G4LI80,disorder_prediction,468,491
PF05019,A0A0G4LLQ1,Ubiquinone biosynthesis protein Coq4,42,262
PF03540,A0A0G4LRN1,Transcription initiation factor TFIID 23-30kDa subunit,86,138
PF00370,A0A0G4LXB9,Carbohydrate kinase FGGY N-terminal,1280,1428
PF00067,A0A0G4MA09,Cytochrome P450,367,550
mobidb-lite,A0A0G4MS13,disorder_prediction,253,294
PF00172,A0A0G4MVJ4,Zn(2)-C6 fungal-type DNA-binding domain,126,163
mobidb-lite,A0A0G4MWA0,disorder_prediction,338,361
PF00071,A0A0G4NFZ4,Small GTPase superfamily,448,608
PF09949,A0A0G4NH89,Domain of unknown function DUF2183,690,779
CoiledCoil,A0A0G4NIP1,Uncharacterized protein (Fragment) OS=Verticillium longisporum GN=BN1723_006981 PE=4 SV=1,428,449
mobidb-lite,A0A0H2RF10,disorder_prediction,625,737
PF00153,A0A0H2RNP6,Mitochondrial substrate/solute carrier,218,308
PF00775,A0A0H2RUA0,Intradiol ring-cleavage dioxygenase C-terminal,123,286
mobidb-lite,A0A0H2S1L7,disorder_prediction,1,20
PF02114,A0A0H2S310,Phosducin thioredoxin-like domain,75,148
PF05199,A0A0H2S5I4,Glucose-methanol-choline oxidoreductase C-terminal,451,589
PF01425,A0A0H2S8Y7,Amidase signature domain,64,545
PF12430,A0A0H2SL04,Abscisic acid G-protein coupled receptor-like domain,320,505
PF00069,A0A0H2UJH4,Protein kinase domain,43,208
PF03143,A0A0H3U926,Translation elongation factor EFTu/EF1A C-terminal,200,278
PF00019,A0A0H3W9C5,Transforming growth factor-beta C-terminal,190,225
PF00116,A0A0H4BHB6,Cytochrome c oxidase subunit II-like C-terminal,96,215
PF00560,A0A0H4BN29,Leucine-rich repeat,210,230
PF00115,A0A0H4JVM6,Cytochrome c oxidase subunit I,2,219
PF02788,A0A0H4ST96,Ribulose bisphosphate carboxylase large subunit ferrodoxin-like N-terminal,6,126
PF00016,A0A0H4SUX0,Ribulose bisphosphate carboxylase large subunit C-terminal,136,206
PF01824,A0A0H4SWY2,Maturase MatK N-terminal domain,1,167
PF01348,A0A0H4SWZ3,Domain X,190,248
PF01348,A0A0H4TFR7,Domain X,190,238
PF00361,A0A0H4TLP6,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,1,139
PF03145,A0A0H4VX14,Seven-in-absentia protein TRAF-like domain,35,132
PF00094,A0A0H5BRA1,von Willebrand factor type D domain,364,508
mobidb-lite,A0A0H5C1E9,disorder_prediction,1,57
mobidb-lite,A0A0H5C6E8,disorder_prediction,308,482
PF10806,A0A0H5C6T2,Sorting assembly machinery 35 kDa subunit,1,120
mobidb-lite,A0A0H5C9C3,disorder_prediction,356,375
mobidb-lite,A0A0H5CBF5,disorder_prediction,458,517
PF02338,A0A0H5QWD0,OTU domain,40,127
PF03637,A0A0H5RLS1,MOB kinase activator family,81,252
PF00004,A0A0H5RTT8,ATPase AAA-type core,29,112
PF13718,A0A0H5RUB1,GNAT domain,139,173
PF00017,A0A0H5S3W2,SH2 domain,774,848
PF00400,A0A0H5SBG7,WD40 repeat,180,215
PF00271,A0A0I9R2W4,Helicase C-terminal,249,367
mobidb-lite,A0A0I9R3G5,disorder_prediction,30,67
PF01544,A0A0I9XM02,Mg2+ transporter protein CorA-like/Zinc transport protein ZntB,265,474
mobidb-lite,A0A0I9XXX5,disorder_prediction,1,82
mobidb-lite,A0A0I9Y0A3,disorder_prediction,1,66
PF11790,A0A0I9Y964,Uncharacterised protein family glycosyl hydrolase catalytic domain,26,275
PF00246,A0A0I9Y9S2,Peptidase M14 carboxypeptidase A,73,204
mobidb-lite,A0A0I9YLD6,disorder_prediction,886,932
PF08657,A0A0I9YNU3,DASH complex subunit Spc34,73,228
PF00083,A0A0I9YQY5,Major facilitator  sugar transporter-like,39,494
mobidb-lite,A0A0I9ZDG1,disorder_prediction,98,141
PF05983,A0A0I9ZTD2,Mediator complex subunit Med7,12,202
mobidb-lite,A0A0J0AM35,disorder_prediction,343,365
mobidb-lite,A0A0J0ATD1,disorder_prediction,1,26
mobidb-lite,A0A0J0ATN3,disorder_prediction,165,226
PF00176,A0A0J0XLP4,SNF2-related N-terminal domain,245,534
PF12584,A0A0J0XP21,TRAPP II complex TRAPPC10,1022,1105
PF00850,A0A0J0XT86,Histone deacetylase domain,57,348
PF00180,A0A0J7JVB0,Isopropylmalate dehydrogenase-like domain,6,253
PF03022,A0A0J7K5D7,Major royal jelly protein/protein yellow,1,195
mobidb-lite,A0A0J7K6J6,disorder_prediction,127,163
PF01238,A0A0J7KCV3,Mannose-6-phosphate isomerase type I,2,211
mobidb-lite,A0A0J7KG26,disorder_prediction,580,647
mobidb-lite,A0A0J7KHM4,disorder_prediction,1,50
PF00041,A0A0J7L170,Fibronectin type III,84,118
mobidb-lite,A0A0J7L4B5,disorder_prediction,397,497
PF01082,A0A0J7L8B6,Copper type II ascorbate-dependent monooxygenase N-terminal,7,62
PF04849,A0A0J7L9J7,HAP1 N-terminal,38,88
PF05585,A0A0J7N2B8,Peptidase aspartic putative,441,588
LowComplexity,A0A0J9QVX1,Uncharacterized protein isoform C OS=Drosophila simulans GN=Dsim\GD23317 PE=4 SV=1,101,113
CoiledCoil,A0A0J9R3M2,Uncharacterized protein isoform G OS=Drosophila simulans GN=Dsim\GD24107 PE=4 SV=1,841,876
PF16091,A0A0J9RG75,Protein of unknown function DUF4820,38,235
PF01417,A0A0J9RR00,ENTH  domain,26,148
mobidb-lite,A0A0J9RW86,disorder_prediction,122,143
PF00400,A0A0J9RZY5,WD40 repeat,61,94
PF07679,A0A0J9S0W4,Immunoglobulin I-set,7265,7351
mobidb-lite,A0A0J9TPZ0,disorder_prediction,411,442
LowComplexity,A0A0J9U1Y7,Uncharacterized protein isoform C OS=Drosophila simulans GN=Dsim\GD11058 PE=4 SV=1,1101,1115
mobidb-lite,A0A0J9UE91,disorder_prediction,803,828
PF07989,A0A0J9X342,Centrosomin N-terminal motif 1,113,179
mobidb-lite,A0A0J9XA67,disorder_prediction,35,58
PF02847,A0A0J9XC76,Initiation factor eIF-4 gamma MA3,446,551
PF03856,A0A0J9XDQ9,SUN family,50,303
mobidb-lite,A0A0J9XHB4,disorder_prediction,129,148
mobidb-lite,A0A0J9XTS1,disorder_prediction,55,144
PF00413,A0A0J9Y279,Peptidase M10 metallopeptidase,18,165
PF12348,A0A0J9YAF3,CLASP N-terminal domain,307,479
PF01391,A0A0K0CY14,Collagen triple helix repeat,219,275
mobidb-lite,A0A0K0D553,disorder_prediction,234,253
PF00587,A0A0K0DMM1,Aminoacyl-tRNA synthetase class II (G/ P/ S/T),223,402
PF01581,A0A0K0DQB2,FMRFamide-related peptide-like,40,44
PF01359,A0A0K0DTN2,Transposase type 1,157,236
PF00288,A0A0K0DX29,GHMP kinase N-terminal domain,182,271
PF03953,A0A0K0DXA9,Tubulin/FtsZ 2-layer sandwich domain,262,382
PF01457,A0A0K0EGQ2,Peptidase M8 leishmanolysin,149,436
PF00105,A0A0K0EJJ7,Zinc finger nuclear hormone receptor-type,22,87
PF06582,A0A0K0ERR0,Protein of unknown function DUF1136,1284,1303
CoiledCoil,A0A0K0ERR4,Uncharacterized protein OS=Strongyloides stercoralis PE=4 SV=1,4372,4446
PF00069,A0A0K0ET46,Protein kinase domain,558,872
mobidb-lite,A0A0K0ET90,disorder_prediction,519,619
PF00179,A0A0K0FB75,Ubiquitin-conjugating enzyme E2,8,144
PF10255,A0A0K0FF36,Translation initiation factor 3 complex subunit L,1,164
PF00042,A0A0K0FFU0,Globin,117,205
PF02769,A0A0K0FZ19,AIR synthase-related protein C-terminal domain,199,369
PF12022,A0A0K0G1J4,COG complex component COG2 C-terminal,1,93
PF03607,A0A0K0G3F0,Doublecortin domain,370,429
PF01682,A0A0K0JKZ2,Domain of unknown function DB,24,126
PF00115,A0A0K0K7R6,Cytochrome c oxidase subunit I,1,177
PF00115,A0A0K0KFV5,Cytochrome c oxidase subunit I,2,219
PF02823,A0A0K0LTN0,ATP synthase F1 complex delta/epsilon subunit N-terminal,3,81
PF00453,A0A0K0LVC2,Ribosomal protein L20,3,110
PF13833,A0A0K0MKI7,EF-hand domain,14,64
PF03953,A0A0K0NPC0,Tubulin/FtsZ 2-layer sandwich domain,178,213
PF00115,A0A0K0NZS0,Cytochrome c oxidase subunit I,2,219
PF00115,A0A0K1FKI9,Cytochrome c oxidase subunit I,2,192
PF00115,A0A0K1FT02,Cytochrome c oxidase subunit I,2,204
PF00115,A0A0K1G4N6,Cytochrome c oxidase subunit I,1,175
PF00116,A0A0K1NNX3,Cytochrome c oxidase subunit II-like C-terminal,95,214
PF01405,A0A0K1ZBG1,Photosystem II PsbT,1,28
PF00006,A0A0K1ZXL6,ATPase F1/V1/A1 complex alpha/beta subunit nucleotide-binding domain,150,365
PF03089,A0A0K2C1I4,V-D-J recombination activating protein 2,3,71
PF04565,A0A0K2CUD5,RNA polymerase Rpb2 domain 3,68,132
PF16981,A0A0K2S888,T-superfamily conotoxin,1,59
PF16981,A0A0K2SCH2,T-superfamily conotoxin,1,59
PF06459,A0A0K2T3S5,Ryanodine Receptor TM 4-6,71,206
PF00059,A0A0K2TCH9,C-type lectin-like,1400,1506
PF07690,A0A0K2U4D8,Major facilitator superfamily,168,511
PF02816,A0A0K2U9U4,MHCK/EF2 kinase,2,121
mobidb-lite,A0A0K2UI37,disorder_prediction,1,72
PF00076,A0A0K3AUP0,RNA recognition motif domain,58,123
mobidb-lite,A0A0K3C806,disorder_prediction,915,1021
PF07973,A0A0K3C8S3,Threonyl/alanyl tRNA synthetase SAD,696,754
mobidb-lite,A0A0K3CBY6,disorder_prediction,940,1055
PF00400,A0A0K3CGN7,WD40 repeat,216,254
mobidb-lite,A0A0K3CJW3,disorder_prediction,412,606
PF00996,A0A0K3CLI3,GDP dissociation inhibitor,8,265
PF12146,A0A0K3CR43,Serine aminopeptidase S33,26,277
mobidb-lite,A0A0K3CUN7,disorder_prediction,706,785
PF12816,A0A0K6FKJ9,Vacuolar protein sorting-associated protein 8 central domain,720,923
PF00775,A0A0K6FM78,Intradiol ring-cleavage dioxygenase C-terminal,119,180
PF10358,A0A0K6FRC9,EEIG1/EHBP1 N-terminal domain,21,270
PF00569,A0A0K6GJH7,Zinc finger ZZ-type,186,230
PF10354,A0A0K8L2I9,Domain of unknown function DUF2431,6,280
PF13793,A0A0K8L576,Ribose-phosphate pyrophosphokinase N-terminal domain,6,123
PF00933,A0A0K8L5H5,Glycoside hydrolase family 3 N-terminal,44,345
PF00270,A0A0K8L7C2,DEAD/DEAH box helicase domain,157,323
PF04646,A0A0K8L7G5,Protein of unknown function DUF604,289,421
mobidb-lite,A0A0K8LEK0,disorder_prediction,1,21
PF11951,A0A0K8LFT1,Fungal transcription factor,392,529
PF01424,A0A0K8LG77,R3H domain,400,458
PF10251,A0A0K8R2P9,Gamma-secretase aspartyl protease complex presenilin enhancer-2 subunit,8,99
PF00089,A0A0K8R409,Serine proteases trypsin domain,24,69
PF00014,A0A0K8RA04,Pancreatic trypsin inhibitor Kunitz domain,87,144
PF00400,A0A0K8RAV3,WD40 repeat,207,232
PF13359,A0A0K8RQA2,Harbinger transposase-derived nuclease domain,86,246
PF06079,A0A0K8RZ41,Apyrase,115,403
PF05645,A0A0K8S1F2,RNA polymerase III Rpc82 C -terminal,147,282
PF07679,A0A0K8S6H7,Immunoglobulin I-set,161,253
mobidb-lite,A0A0K8SAD6,disorder_prediction,180,228
PF00561,A0A0K8SHJ8,Alpha/beta hydrolase fold-1,17,136
PF00084,A0A0K8T0E9,Sushi/SCR/CCP domain,142,192
PF01025,A0A0K8TNL8,GrpE nucleotide exchange factor,57,226
PF14972,A0A0K8TNS8,Transmembrane protein 11,7,165
PF03670,A0A0K8TPP7,Uncharacterised protein family UPF0184,1,79
PF00005,A0A0K8TQE2,ABC transporter-like,110,252
PF00637,A0A0K8TT11,Clathrin heavy chain/VPS 7-fold repeat,690,827
PF01395,A0A0K8TUS9,Pheromone/general odorant binding protein,23,135
PF00006,A0A0K8TW13,ATPase F1/V1/A1 complex alpha/beta subunit nucleotide-binding domain,191,414
PF00439,A0A0K8U8R2,Bromodomain,1422,1499
PF00350,A0A0K8U8U7,Dynamin superfamily,302,480
PF00686,A0A0K8UJY7,Carbohydrate binding module family 20,64,143
PF05153,A0A0K8UVB2,Inositol oxygenase,1,157
PF00076,A0A0K8UVM9,RNA recognition motif domain,277,332
mobidb-lite,A0A0K8V3W7,disorder_prediction,66,88
PF05761,A0A0K8VF96,HAD-superfamily hydrolase subfamily IG 5'-nucleotidase,155,598
PF02363,A0A0K8VFF4,Cysteine rich repeat tripleX,185,201
PF00443,A0A0K8VFR5,Peptidase C19 ubiquitin carboxyl-terminal hydrolase,163,463
PF04178,A0A0K8VJ19,Vesicle transport protein Got1/SFT2-like,44,157
mobidb-lite,A0A0K8VR52,disorder_prediction,620,641
PF00622,A0A0K8VS55,SPRY domain,372,475
mobidb-lite,A0A0K8VSH1,disorder_prediction,483,547
mobidb-lite,A0A0K8W1S6,disorder_prediction,1179,1198
mobidb-lite,A0A0K8W376,disorder_prediction,191,332
PF00611,A0A0K8W5V5,FCH domain,10,86
PF00069,A0A0K8WA79,Protein kinase domain,111,380
PF00565,A0A0K8WD72,Staphylococcal nuclease (SNase-like) OB-fold,226,333
PF00201,A0A0K8WIP4,UDP-glucuronosyl/UDP-glucosyltransferase,36,417
PF01535,A0A0K9NIV3,Pentatricopeptide repeat,225,243
PF02792,A0A0K9NUD9,Mago nashi protein,28,169
PF01077,A0A0K9NX35,Nitrite/sulphite reductase 4Fe-4S domain,464,576
PF03188,A0A0K9NX81,Cytochrome b561/ferric reductase transmembrane,212,336
PF07714,A0A0K9NXJ4,Serine-threonine/tyrosine-protein kinase catalytic domain,178,386
PF02732,A0A0K9P0F2,ERCC4 domain,7,110
PF00232,A0A0K9P435,Glycoside hydrolase family 1,27,493
mobidb-lite,A0A0K9P8W0,disorder_prediction,415,435
PF08743,A0A0K9PB36,Non-structural maintenance of chromosome element 4 C-terminal,229,317
PF00141,A0A0K9PKV8,Haem peroxidase plant/fungal/bacterial,45,282
PF01535,A0A0K9PNP9,Pentatricopeptide repeat,498,526
PF13812,A0A0K9PPW6,Pentatricopeptide repeat,288,343
CoiledCoil,A0A0K9PUU9,S-adenosyl-L-methionine-dependent methyltransferases superfamilyprotein OS=Zostera marina GN=ZOSMA_15G00470 PE=4 SV=1,65,86
PF01467,A0A0K9Q0F7,Cytidyltransferase-like domain,18,157
PF03016,A0A0K9Q2A9,Exostosin-like,156,447
PF01535,A0A0K9Q2S9,Pentatricopeptide repeat,529,551
mobidb-lite,A0A0K9Q6I3,disorder_prediction,670,690
LowComplexity,A0A0K9Q9K8,Pectinesterase OS=Spinacia oleracea GN=SOVF_204190 PE=4 SV=1,214,232
PF14310,A0A0K9QCY3,Fibronectin type III-like domain,696,766
PF00481,A0A0K9QIB6,PPM-type phosphatase domain,272,519
PF01535,A0A0K9QWX8,Pentatricopeptide repeat,290,313
PF00651,A0A0K9QYJ9,BTB/POZ domain,152,240
PF01423,A0A0K9QYT3,LSM domain eukaryotic/archaea-type,2,45
PF08880,A0A0K9R278,Glutamine-Leucine-Glutamine QLQ,96,129
PF07714,A0A0K9RIB8,Serine-threonine/tyrosine-protein kinase catalytic domain,405,665
mobidb-lite,A0A0K9RUV1,disorder_prediction,58,94
mobidb-lite,A0A0K9RVY9,disorder_prediction,257,291
PF01812,A0A0L0BPE0,5-formyltetrahydrofolate cyclo-ligase,91,201
PF05180,A0A0L0BRH2,Zinc finger DNL-type,69,134
mobidb-lite,A0A0L0BS35,disorder_prediction,980,1018
CoiledCoil,A0A0L0BSY4,Uncharacterized protein OS=Lucilia cuprina GN=FF38_07225 PE=4 SV=1,1081,1109
mobidb-lite,A0A0L0BTU6,disorder_prediction,615,678
PF01926,A0A0L0BYQ0,GTP binding domain,376,429
PF03175,A0A0L0BZD0,DNA-directed DNA polymerase family B mitochondria/virus,294,717
PF00435,A0A0L0C3C9,Spectrin repeat,996,1095
PF15430,A0A0L0C3H6,Single domain Von Willebrand factor type C domain,24,88
PF10524,A0A0L0C3J7,CTF transcription factor/nuclear factor 1 N-terminal,33,70
mobidb-lite,A0A0L0C7B3,disorder_prediction,993,1015
mobidb-lite,A0A0L0CBU7,disorder_prediction,215,235
PF00069,A0A0L0CDU6,Protein kinase domain,1036,1229
mobidb-lite,A0A0L0CRQ4,disorder_prediction,1804,1826
PF00650,A0A0L0P6A4,CRAL-TRIO lipid binding domain,141,288
PF09753,A0A0L0P7M1,Vesicle transport protein Use1,116,296
mobidb-lite,A0A0L1HCC0,disorder_prediction,726,791
mobidb-lite,A0A0L1HG00,disorder_prediction,1174,1201
mobidb-lite,A0A0L1HJH5,disorder_prediction,233,268
